TrueDistance,TrueAngle,Distance,Angle
11358.9835,54.9797,11431.2726,55.8416
11365.8419,55.0573,11270.1961,55.6844
11372.7227,55.1349,11377.7635,57.0673
11379.6231,55.2123,11316.2014,57.0913
11386.545,55.2896,11287.4588,56.2403
11393.4875,55.3669,11405.8748,57.8098
11400.4505,55.444,11462.1422,54.5622
11407.4332,55.5211,11374.298,56.7388
11414.4373,55.598,11495.9005,57.9497
11421.4629,55.6749,11522.4096,51.8828
11428.5082,55.7517,11455.164,58.7755
11435.574,55.8284,11443.0878,56.106
11442.6604,55.9049,11457.2507,53.4948
11449.7665,55.9814,11422.2613,58.2882
11456.894,56.0578,11446.4638,54.3194
11464.0412,56.1341,11493.9469,55.9668
11471.2089,56.2103,11535.4103,55.2435
11478.3973,56.2864,11532.864,56.1146
11485.6052,56.3624,11454.3155,57.2139
11492.8338,56.4383,11512.3782,57.1904
11500.082,56.5142,11470.7842,59.5905
11507.3508,56.5899,11526.1093,58.5272
11514.6393,56.6655,11534.4635,59.1308
11521.9483,56.741,11472.061,54.1119
11529.277,56.8165,11546.1132,59.4862
11536.6262,56.8918,11531.952,55.3152
11543.9951,56.9671,11607.2139,58.9081
11551.3828,57.0422,11594.3062,53.6917
11558.792,57.1173,11590.5172,51.977
11566.2199,57.1922,11633.6238,56.9076
11573.6675,57.2671,11522.3801,57.7999
11581.1357,57.3418,11639.1143,54.9506
11588.6226,57.4165,11598.7587,58.315
11596.1301,57.4911,11585.2797,53.971
11603.6564,57.5655,11625.1373,57.681
11611.2033,57.6399,11589.9754,59.1511
11618.7689,57.7142,11564.8842,58.6448
11626.3533,57.7884,11666.0222,56.5467
11633.9591,57.8625,11699.8771,55.1817
11641.5828,57.9364,11621.3679,55.8924
11649.2262,58.0103,11593.1064,56.9043
11656.8893,58.0841,11759.7458,56.7431
11664.5712,58.1578,11725.3438,57.9079
11672.2727,58.2314,11705.7985,61.1221
11679.9939,58.3049,11673.0416,56.518
11687.7338,58.3783,11714.8054,57.5675
11695.4935,58.4517,11792.323,58.8944
11703.2701,58.5249,11710.4387,60.9078
11711.0682,58.598,11832.9424,52.4367
11718.885,58.671,11746.8685,60.7713
11726.7197,58.7439,11782.1977,56.5923
11734.5741,58.8167,11766.1795,59.1486
11742.4473,58.8895,11834.1565,57.2318
11750.3402,58.9621,11729.6603,59.6387
11758.2509,59.0346,11813.2049,60.0474
11766.1804,59.1071,11761.5858,58.7112
11774.1287,59.1794,11716.3163,56.1083
11782.0966,59.2516,11896.6243,58.5535
11790.0825,59.3238,11895.166,58.59
11798.0871,59.3958,11802.3133,60.9485
11806.1104,59.4677,11778.895,61.3565
11814.1526,59.5396,11803.4944,58.9774
11822.2126,59.6113,11889.1758,58.8109
11830.2923,59.683,11718.8734,57.9355
11838.389,59.7545,11828.3361,58.0611
11846.5045,59.826,11861.8852,62.2027
11854.6396,59.8973,11940.8557,59.4985
11862.7918,59.9686,11869.6797,64.503
11870.9627,60.0398,11950.5814,62.8218
11879.1524,60.1108,11889.8463,61.535
11887.359,60.1818,11940.3085,59.9417
11895.5854,60.2527,11924.454,59.0303
11903.8287,60.3234,11744.5502,62.3398
11912.0908,60.3941,11899.4942,59.5997
11920.3708,60.4647,11917.0439,59.4912
11928.6695,60.5351,11956.2873,61.0703
11936.9853,60.6055,11911.5338,60.2016
11945.3207,60.6758,11923.4249,63.6321
11953.6722,60.746,11886.1172,57.4462
11962.0416,60.816,11942.17,60.9761
11970.4297,60.886,11930.8197,58.7453
11978.8358,60.9559,11947.5022,62.1113
11987.2588,61.0257,11932.7715,62.6045
11995.7006,61.0954,11993.9581,60.4466
12004.1594,61.165,12057.5649,61.0413
12012.6361,61.2345,12018.739,60.1515
12021.1306,61.3039,12068.7765,58.671
12029.6422,61.3732,12114.8828,58.5878
12038.1716,61.4424,12039.6772,61.579
12046.7189,61.5115,12019.9746,60.4929
12055.2832,61.5805,12184.2796,62.1287
12063.8654,61.6494,12033.7942,60.3055
12072.4645,61.7182,12087.7039,59.294
12081.0825,61.7869,12112.467,63.3963
12089.7156,61.8555,12040.9083,60.1093
12098.3675,61.924,12084.7356,62.2062
12107.0364,61.9924,12040.6285,64.819
12115.7223,62.0607,12174.1024,61.6256
12124.4261,62.1289,12111.8894,62.5819
12133.1459,62.1971,12130.5209,61.5668
12141.8828,62.2651,12097.6451,60.163
12150.6375,62.333,12082.9779,59.6481
12159.4092,62.4008,12175.6366,62.6479
12168.1979,62.4686,12130.6273,61.4004
12177.0036,62.5362,12157.5344,62.4888
12185.8263,62.6037,12059.6588,61.7616
12194.666,62.6712,12293.9864,65.2657
12203.5226,62.7385,12322.6216,63.5579
12212.3954,62.8057,12084.1706,61.899
12221.2851,62.8729,12250.5882,62.2859
12230.1918,62.9399,12269.9744,61.1525
12239.1155,63.0069,12265.6891,64.8996
12248.0553,63.0737,12165.8313,62.8912
12257.0121,63.1405,12197.4957,66.2596
12265.985,63.2071,12182.1946,62.8154
12274.9758,63.2737,12249.8113,63.6198
12283.9817,63.3401,12299.5019,64.6818
12293.0047,63.4065,12264.7262,66.0957
12302.0437,63.4727,12291.3399,63.2794
12311.1007,63.5389,12309.4949,64.8807
12320.1728,63.605,12384.3634,63.0594
12329.261,63.671,12334.5995,65.8805
12338.3662,63.7368,12425.589,64.294
12347.4875,63.8026,12328.4912,65.008
12356.6249,63.8683,12361.5834,63.6582
12365.7784,63.9339,12370.7262,65.5203
12374.948,63.9993,12370.4445,67.6333
12384.1345,64.0647,12447.8781,64.3381
12393.3372,64.13,12338.7936,63.6002
12402.555,64.1952,12370.0136,66.321
12411.789,64.2603,12417.8642,61.4692
12421.039,64.3253,12483.4451,64.6224
12430.3061,64.3902,12418.2352,67.802
12439.5883,64.455,12378.2274,64.9349
12448.8857,64.5197,12472.8262,64.9036
12458.1993,64.5843,12375.4308,62.0233
12467.5289,64.6489,12428.5832,65.0437
12476.8746,64.7133,12469.9795,64.388
12486.2355,64.7776,12514.0759,64.1412
12495.6125,64.8418,12388.9035,68.3584
12505.0047,64.906,12550.2697,66.4823
12514.413,64.97,12439.7331,65.771
12523.8365,65.0339,12532.669,68.0965
12533.2761,65.0978,12553.4552,65.1031
12542.7318,65.1615,12564.6204,64.1996
12552.2017,65.2252,12563.8711,63.7967
12561.6887,65.2887,12531.9824,63.8217
12571.1891,65.3522,12663.8675,67.7066
12580.7065,65.4155,12415.739,61.7697
12590.2382,65.4788,12630.8843,65.8475
12599.7859,65.542,12633.7168,68.0343
12609.3489,65.6051,12677.1417,64.6154
12618.9271,65.668,12657.2567,68.6707
12628.5195,65.7309,12674.1859,62.4775
12638.1281,65.7937,12595.2896,65.2306
12647.7519,65.8564,12584.5501,70.5059
12657.3908,65.919,12624.2781,65.4574
12667.0441,65.9815,12716.4629,66.5305
12676.7126,66.0439,12565.4233,67.7505
12686.3971,66.1062,12745.1697,63.3349
12696.096,66.1684,12638.7978,69.6988
12705.8092,66.2305,12646.6861,66.5016
12715.5384,66.2926,12692.9989,64.9227
12725.282,66.3545,12792.6537,66.5274
12735.0399,66.4163,12840.1101,69.1402
12744.8139,66.4781,12717.6243,67.4952
12754.6012,66.5397,12721.8738,62.0593
12764.4047,66.6013,12790.2523,65.841
12774.2216,66.6627,12685.5773,67.0376
12784.0537,66.7241,12839.343,68.942
12793.9001,66.7854,12943.5709,69.4878
12803.7617,66.8465,12807.734,68.8662
12813.6376,66.9076,12843.2035,63.2756
12823.5286,66.9686,12855.0965,69.7459
12833.4332,67.0295,12804.4939,67.75
12843.3529,67.0903,12779.6575,65.9302
12853.286,67.151,12779.1953,66.3887
12863.2343,67.2116,12856.9347,66.6199
12873.1969,67.2721,12793.0114,68.223
12883.1747,67.3325,12953.7401,67.303
12893.1659,67.3929,12894.5687,65.4914
12903.1715,67.4531,12969.8941,68.8124
12913.1913,67.5132,12883.5189,63.091
12923.2255,67.5733,12887.8534,68.763
12933.273,67.6332,12810.4824,66.6787
12943.3358,67.6931,12940.5802,65.9254
12953.4119,67.7529,12952.9881,72.1047
12963.5033,67.8126,12921.4436,67.5701
12973.6072,67.8721,13068.1354,71.2408
12983.7254,67.9316,13049.4869,68.0665
12993.8588,67.991,12970.0398,67.4258
13004.0047,68.0503,12919.2799,67.9421
13014.1649,68.1095,13072.7264,64.3065
13024.3403,68.1687,12943.047,68.5984
13034.5273,68.2277,13046.9164,66.3793
13044.7295,68.2866,13066.6602,68.5201
13054.9452,68.3455,13117.4362,66.1366
13065.1751,68.4042,13205.0309,69.5191
13075.4176,68.4629,13085.3087,69.3277
13085.6752,68.5214,13112.0753,70.9451
13095.9454,68.5799,13132.3197,66.4263
13106.2299,68.6383,13258.279,72.7927
13116.5269,68.6966,13149.0308,67.9977
13126.8391,68.7548,13126.0121,66.3221
13137.1629,68.8129,13135.8299,69.9397
13147.5019,68.8709,13065.8171,66.3254
13157.8535,68.9288,13183.3577,70.6862
13168.2184,68.9867,13114.1111,66.4924
13178.5977,69.0444,13086.4727,69.7276
13188.9895,69.1021,13278.5118,67.2433
13199.3946,69.1596,13108.6171,68.5714
13209.8123,69.2171,13221.9172,68.099
13220.2452,69.2745,13310.6321,70.0465
13230.6898,69.3318,13219.4826,70.4422
13241.1486,69.389,13162.1495,66.933
13251.6199,69.4461,13330.6485,70.3237
13262.1047,69.5031,13283.9826,67.3295
13272.602,69.56,13162.9559,71.4677
13283.1135,69.6169,13243.1942,69.1713
13293.6367,69.6736,13205.8051,70.9216
13304.1742,69.7303,13282.4036,71.5211
13314.7234,69.7869,13458.3333,68.2315
13325.2859,69.8433,13423.9599,67.1608
13335.8619,69.8997,13268.7691,66.9422
13346.4503,69.956,13276.1854,64.4637
13357.0513,70.0123,13311.9008,71.6941
13367.6666,70.0684,13358.6258,71.0377
13378.2935,70.1244,13418.431,68.512
13388.9338,70.1804,13450.5352,72.6804
13399.5858,70.2362,13300.918,70.1815
13410.252,70.292,13486.0379,71.9659
13420.9299,70.3477,13515.3687,69.2658
13431.6203,70.4032,13443.827,71.2718
13442.3241,70.4587,13357.8604,68.7115
13453.0404,70.5142,13445.4274,66.6435
13463.7684,70.5695,13444.8758,72.9744
13474.5097,70.6247,13518.3871,69.3291
13485.2627,70.6799,13506.3958,72.8936
13496.0291,70.7349,13466.379,72.3075
13506.808,70.7899,13472.6912,69.5503
13517.5985,70.8448,13554.9805,71.3697
13528.4016,70.8996,13521.215,74.821
13539.2171,70.9543,13662.2939,68.8785
13550.0452,71.0089,13504.7713,67.4116
13560.8858,71.0635,13460.8153,71.4917
13571.738,71.1179,13559.0002,72.5012
13582.6027,71.1723,13724.2216,69.9016
13593.4791,71.2265,13644.1854,71.7715
13604.3689,71.2807,13559.306,71.083
13615.2703,71.3348,13525.1436,69.5144
13626.1833,71.3888,13550.7828,69.5342
13637.1097,71.4428,13649.5712,75.4354
13648.0469,71.4966,13685.5361,71.7622
13658.9965,71.5504,13558.6354,67.6592
13669.9578,71.604,13617.7415,71.843
13680.9316,71.6576,13758.3116,71.3728
13691.9171,71.7111,13683.6344,71.8708
13702.9141,71.7645,13602.5378,69.7793
13713.9237,71.8178,13645.176,72.5852
13724.944,71.8711,13768.3859,71.7637
13735.9777,71.9242,13629.1659,73.8027
13747.0222,71.9773,13711.4462,69.5053
13758.0791,72.0303,13799.682,71.2003
13769.1477,72.0832,13814.8981,74.607
13780.2279,72.136,13825.0315,67.5225
13791.3197,72.1887,13731.527,70.4566
13802.4232,72.2414,13836.4524,72.4915
13813.5374,72.2939,13831.8425,75.0633
13824.6641,72.3464,13774.5497,72.3495
13835.8024,72.3988,13729.9302,75.1881
13846.9523,72.4511,13898.9434,72.8136
13858.113,72.5033,13810.0219,73.2609
13869.2862,72.5555,13824.057,73.3649
13880.471,72.6075,13939.8381,71.7709
13891.6656,72.6595,13922.2419,73.8097
13902.8728,72.7114,13967.2208,70.7724
13914.0916,72.7632,14029.6537,73.5336
13925.3211,72.8149,13937.0853,72.0383
13936.5622,72.8665,13918.5441,72.3497
13947.815,72.9181,13925.4856,72.2464
13959.0794,72.9695,13962.4724,69.3695
13970.3536,73.0209,13988.4317,75.3815
13981.6394,73.0722,13960.4232,68.5019
13992.9378,73.1234,14172.9373,74.4308
14004.246,73.1746,13919.5731,76.8751
14015.5658,73.2256,13940.0697,74.7289
14026.8964,73.2766,14018.3321,74.1954
14038.2385,73.3275,14055.9635,70.55
14049.5914,73.3783,14045.0236,75.8783
14060.955,73.429,14057.0891,74.4501
14072.3303,73.4797,14161.6344,74.0896
14083.7154,73.5302,13999.79,71.5918
14095.113,73.5807,14146.2663,72.5685
14106.5204,73.6311,14232.1962,71.9332
14117.9395,73.6814,14081.6063,69.845
14129.3693,73.7317,14147.1273,72.9655
14140.8098,73.7818,14130.0416,75.5358
14152.261,73.8319,14214.465,74.1282
14163.723,73.8819,14250.2305,72.151
14175.1957,73.9318,14202.4013,74.6691
14186.68,73.9816,14109.8535,74.1618
14198.1742,74.0314,14240.9626,77.4138
14209.6791,74.0811,14201.0441,76.1084
14221.1947,74.1306,14157.2446,73.5988
14232.721,74.1801,14372.3023,78.1429
14244.2572,74.2296,14296.3707,75.2273
14255.805,74.2789,14187.6778,76.154
14267.3627,74.3282,14274.5697,76.9618
14278.9319,74.3774,14257.1908,75.2308
14290.511,74.4265,14337.3361,74.2662
14302.0999,74.4755,14270.9452,72.2633
14313.7005,74.5245,14475.055,74.1605
14325.3109,74.5733,14318.4248,74.788
14336.9311,74.6221,14457.2979,76.7493
14348.5621,74.6708,14307.9847,74.1579
14360.2037,74.7195,14252.8376,72.1722
14371.8553,74.768,14320.676,73.2199
14383.5175,74.8165,14394.6996,75.7295
14395.1905,74.8649,14368.2575,74.8166
14406.8733,74.9132,14437.5658,77.732
14418.565,74.9615,14472.5481,78.6399
14430.2693,75.0096,14544.1934,75.289
14441.9825,75.0577,14469.8954,76.4394
14453.7064,75.1057,14359.2221,77.2707
14465.4393,75.1537,14532.7386,77.5207
14477.1838,75.2015,14490.7585,73.5848
14488.9364,75.2493,14441.6785,76.6052
14500.7014,75.297,14366.0671,76.1568
14512.4745,75.3446,14453.9505,74.6135
14524.2584,75.3921,14386.1121,73.9356
14536.0529,75.4396,14496.3732,75.1457
14547.8565,75.487,14492.4635,71.4063
14559.6698,75.5343,14580.3416,72.5305
14571.4939,75.5815,14492.1005,77.4302
14583.3269,75.6287,14570.4916,79.1014
14595.1706,75.6758,14557.2835,75.3113
14607.0242,75.7228,14583.0417,75.3238
14618.8867,75.7697,14579.7291,72.8458
14630.76,75.8165,14655.8073,75.1917
14642.6421,75.8633,14753.2949,77.2364
14654.5351,75.91,14709.3254,76.0118
14666.4378,75.9566,14779.534,75.1589
14678.3486,76.0032,14704.6772,74.5546
14690.2701,76.0497,14522.5114,73.5426
14702.2015,76.0961,14721.0565,78.4213
14714.1427,76.1424,14754.2426,78.0076
14726.0928,76.1886,14677.4617,75.0433
14738.0528,76.2348,14798.3506,78.692
14750.0226,76.2809,14666.6318,73.949
14762.0013,76.3269,14691.0158,79.8973
14773.989,76.3729,14688.4069,71.0423
14785.9874,76.4187,14742.6501,74.1804
14797.9948,76.4645,14832.7214,75.8392
14810.012,76.5103,14833.4822,78.2474
14822.0381,76.5559,14746.2559,74.2792
14834.0741,76.6015,14841.8185,76.7259
